category,authorList,name,sentence,url,prettyVersion,paragraph,version,download,timestamp,type,id,imports,removed_at
Data,[Jerome Saint-Clair](http://www.saint-clair.net/),GML4U,A [Graffiti Markup Language](http://graffitimarkuplanguage.com/) library for Processing.,https://github.com/01010101/GML4U/wiki,0.1.6,GML is an open file format designed to store graffiti motion data.,6,http://www.saint-clair.net/download/gml4u/GML4U.zip,1319606442,library,008,,
Data,[Jerome Saint-Clair](http://www.saint-clair.net/),GML4U,A [Graffiti Markup Language](http://graffitimarkuplanguage.com/) library for Processing.,https://github.com/01010101/GML4U/wiki,0.1.7,GML is an open file format designed to store graffiti motion data.,7,http://www.saint-clair.net/download/gml4u/GML4U.zip,1328893655,library,008,,
Data,[Jerome Saint-Clair](http://www.saint-clair.net/),GML4U,A [Graffiti Markup Language](http://graffitimarkuplanguage.com/) library for Processing.,https://github.com/01010101/GML4U/wiki,0.1.8,GML is an open file format designed to store graffiti motion data.,8,http://www.saint-clair.net/download/gml4u/GML4U.zip,1342455943,library,008,,
Data,[Jerome Saint-Clair](http://www.saint-clair.net/),GML4U,A [Graffiti Markup Language](http://graffitimarkuplanguage.com/) library for Processing.,https://github.com/01010101/GML4U/wiki,0.1.9,GML is an open file format designed to store graffiti motion data.,9,http://www.saint-clair.net/download/gml4u/GML4U.zip,1365954933,library,008,,
3D,[Frederik Vanhoutte](http://www.wblut.com/),HE-Mesh,He-Mesh is an implementation of a half-edge datastructure for manipulating 3D meshes.,http://hemesh.wblut.com/,1.50a,,6,http://hemesh.wblut.com/hemesh-latest.zip,1319606442,library,009,,
3D,[Frederik Vanhoutte](http://www.wblut.com/),HE_Mesh,He-Mesh is an implementation of a half-edge datastructure for manipulating 3D meshes.,http://hemesh.wblut.com/,1.75gx3,,7,http://hemesh.wblut.com/hemesh-latest.zip,1332857457,library,009,,
3D,[Frederik Vanhoutte](http://www.wblut.com/),HE-Mesh,He-Mesh is an implementation of a half-edge datastructure for manipulating 3D meshes.,http://hemesh.wblut.com/,1.80,,8,http://hemesh.wblut.com/hemesh-latest.zip,1360008196,library,009,,
3D,[Frederik Vanhoutte](http://www.wblut.com/),HE_Mesh,HE_Mesh is an implementation of a half-edge datastructure for manipulating 3D meshes.,http://hemesh.wblut.com/,1.81,,9,http://hemesh.wblut.com/hemesh-latest.zip,1364320855,library,009,,
3D,[Frederik Vanhoutte](http://www.wblut.com/),HE_Mesh,HE_Mesh is an implementation of a half-edge datastructure for manipulating 3D meshes.,http://hemesh.wblut.com/,"1.8.2 ""Alexander""",,10,http://hemesh.wblut.com/hemesh-latest.zip,1377288365,library,009,,
3D,[Frederik Vanhoutte](http://www.wblut.com/),HE_Mesh,HE_Mesh is an implementation of a half-edge datastructure for manipulating 3D meshes.,http://hemesh.wblut.com/,1.81,,9,http://hemesh.wblut.com/hemesh-latest.zip,1396540706,library,009,,
Hardware,[Daniel Shiffman](http://www.shiffman.net/) and [ITP](http://itp.nyu.edu),Most Pixels Ever,Framework for spanning Processing sketches across multiple screens.,http://www.mostpixelsever.com/,0.1a,Through server / client communication multiple sketches can be run on separate machines and synced.,1,http://www.shiffman.net/p5/libraries/mpe/mpe.zip,1319606442,library,010,,
Hardware,[Daniel Shiffman](http://shiffman.net),Most Pixels Ever,Framework for spanning Processing sketches across multiple screens.,https://github.com/shiffman/Most-Pixels-Ever-Processing,2.0.2,Through server / client communication multiple sketches can be run on separate machines and synced.,3,http://www.shiffman.net/p5/libraries/mpe/mpe.zip,1385354062,library,010,,
Data,[Daniel Shiffman](http://www.shiffman.net),SFTP,SFTP direct from Processing (using JSch),http://www.shiffman.net/2007/06/04/sftp-with-java-processing/,0.1a,"Includes ls and get, needs to be updated with put",1,http://www.shiffman.net/p5/libraries/sftp/sftp.zip,1319606442,library,011,,
Data,[Daniel Shiffman](http://www.shiffman.net),QRCode,"Reads QR Code images, a two-dimensional barcode format.",http://www.shiffman.net/p5/pqrcode/,0.1a,,1,http://www.shiffman.net/p5/libraries/pqrcode/pqrcode.zip,1319606442,library,012,,
Data,[Daniel Shiffman](http://www.shiffman.net),QRCode,"Reads QR Code images, a two-dimensional barcode format.",http://www.shiffman.net/p5/qrcode-processing/,0.2a,,2,http://www.shiffman.net/p5/libraries/qrcode/qrcodeprocessing.zip,1363384076,library,012,,
Data,[Daniel Shiffman](http://www.shiffman.net),QRCode,"Reads QR Code images, a two-dimensional barcode format.",http://www.shiffman.net/p5/qrcode-processing/,0.3a,,3,http://www.shiffman.net/p5/libraries/qrcode/qrcodeprocessing.zip,1377288365,library,012,,
Video & Vision,[Daniel Shiffman](http://www.shiffman.net),Open Kinect,A Kinect implementation for Processing using open source drivers (libfreenect),http://www.shiffman.net/p5/kinect/,0.1a,,1,http://www.shiffman.net/p5/libraries/openkinect/openkinect.zip,1319606442,library,013,,
Video & Vision,[Daniel Shiffman](http://www.shiffman.net),Open Kinect for Processing,A Kinect implementation for Processing using open source drivers (libfreenect),http://www.shiffman.net/p5/kinect/,0.2,,2,http://shiffman.net/p5/libraries/openkinect_processing/openkinect_processing.zip,1395429578,library,013,,
Simulation,[Daniel Shiffman](http://www.shiffman.net/),PBox2D,"A library for 2D physics simulation wrapping some aspects of [JBox2D](http://www.jbox2d.org/), a Java implementation of [Box2D](http://box2d.org/).",http://www.shiffman.net/teaching/nature/box2d-processing/,0.1a,,1,http://www.shiffman.net/p5/libraries/pbox2d/pbox2d.zip,1319606442,library,014,,
Simulation,[Daniel Shiffman](http://www.shiffman.net/),PBox2D,"A library and set of examples for 2D physics simulation wrapping some aspects of [JBox2D](http://www.jbox2d.org/), a Java implementation of [Box2D](http://box2d.org/).",http://www.shiffman.net/teaching/nature/box2d-processing/,0.2a,,2,http://www.shiffman.net/p5/libraries/pbox2d/pbox2d.zip,1332857457,library,014,,
Simulation,[Daniel Shiffman](http://www.shiffman.net/),Box2D for Processing,"A library and set of examples for 2D physics simulation wrapping some aspects of [JBox2D](http://www.jbox2d.org/), a Java implementation of [Box2D](http://box2d.org/).",https://github.com/shiffman/Box2D-for-Processing,0.3,,3,http://shiffman.net/p5/libraries/box2d_processing/box2d_processing.zip,1393859245,library,014,,
Simulation,[Daniel Shiffman](http://www.shiffman.net/),Box2D for Processing,"A library and set of examples for 2D physics simulation wrapping some aspects of [JBox2D](http://www.jbox2d.org/), a Java implementation of [Box2D](http://box2d.org/).",https://github.com/shiffman/Box2D-for-Processing,0.4,,4,http://shiffman.net/p5/libraries/box2d_processing/box2d_processing.zip,1394835392,library,014,,
Hardware,[Daniel Shiffman](http://www.shiffman.net),Sudden Motion Sensor,Interface to the Apple Sudden Motion Sensor in MacBooks.,http://www.shiffman.net/p5/sms/,0.1a,,1,http://www.shiffman.net/p5/libraries/sms/sms.zip,1319606442,library,015,,
I/O,[Elie Zananiri](http://www.silentlycrashing.net/),ezGestures,A modular gesture recognition library.,http://silentlycrashing.net/ezgestures/,1.0,,1,http://www.silentlycrashing.net/ezgestures/files/ezgestures.zip,1319606442,library,016,,
3D,[Jonathan Feinberg](http://mrfeinberg.com/),PeasyCam,A mouse driven camera-control library for 3D sketches.,http://mrfeinberg.com/peasycam/,,,101,http://mrfeinberg.com/peasycam/peasycam.zip,1319606442,library,017,,
3D,[Jonathan Feinberg](http://mrfeinberg.com/),PeasyCam,A mouse driven camera-control library for 3D sketches.,http://mrfeinberg.com/peasycam/,,,102,http://mrfeinberg.com/peasycam/peasycam.zip,1321556159,library,017,,
3D,[Jonathan Feinberg](http://mrfeinberg.com/),PeasyCam,A mouse driven camera-control library for 3D sketches.,http://mrfeinberg.com/peasycam/,,,105,http://mrfeinberg.com/peasycam/peasycam.zip,1322503721,library,017,,
3D,[Jonathan Feinberg](http://mrfeinberg.com/),PeasyCam,A mouse driven camera-control library for 3D sketches.,http://mrfeinberg.com/peasycam/,,,200,http://mrfeinberg.com/peasycam/peasycam.zip,1371753847,library,017,,
3D,[Jonathan Feinberg](http://mrfeinberg.com/),PeasyCam,A mouse driven camera-control library for 3D sketches.,http://mrfeinberg.com/peasycam/,,,201,http://mrfeinberg.com/peasycam/peasycam.zip,1397830832,library,017,,
Simulation,[Ricard Marxer](http://www.ricardmarxer.com/),Fisica,"A wrapper for JBox2D, a 2D physics engine.",http://www.ricardmarxer.com/fisica,,It is simply a wrapper around [JBox2D](http://www.jbox2d.org/). It tries to make it much easier to create physical models by exposing an object oriented API similar to [PPhys2D](http://pphys2d.jmcouillard.com/) physics library for Processing.,10,http://www.ricardmarxer.com/fisica/download/fisica.zip,1319606442,library,018,,
Simulation,[Ricard Marxer](http://www.ricardmarxer.com/),Fisica,"A wrapper for JBox2D, a 2D physics engine.",http://www.ricardmarxer.com/fisica,,It is simply a wrapper around [JBox2D](http://www.jbox2d.org/). It tries to make it much easier to create physical models by exposing an object oriented API similar to [PPhys2D](http://pphys2d.jmcouillard.com/) physics library for Processing.,12,http://www.ricardmarxer.com/fisica/download/fisica.zip,1354039829,library,018,,
Simulation,[Ricard Marxer](http://www.ricardmarxer.com/),Fisica,"A wrapper for JBox2D, a 2D physics engine.",http://www.ricardmarxer.com/fisica,,It is simply a wrapper around [JBox2D](http://www.jbox2d.org/). It tries to make it much easier to create physical models by exposing an object oriented API similar to [PPhys2D](http://pphys2d.jmcouillard.com/) physics library for Processing.,13,http://www.ricardmarxer.com/fisica/download/fisica.zip,1361901672,library,018,,
Simulation,[Ricard Marxer](http://www.ricardmarxer.com/),Fisica,"A wrapper for JBox2D, a 2D physics engine.",http://www.ricardmarxer.com/fisica,,It is simply a wrapper around [JBox2D](http://www.jbox2d.org/). It tries to make it much easier to create physical models by exposing an object oriented API similar to [PPhys2D](http://pphys2d.jmcouillard.com/) physics library for Processing.,14,http://www.ricardmarxer.com/fisica/download/fisica.zip,1363296303,library,018,,
Simulation,[Ricard Marxer](http://www.ricardmarxer.com/),Fisica,"A wrapper for JBox2D, a 2D physics engine.",http://www.ricardmarxer.com/fisica,,It is simply a wrapper around [JBox2D](http://www.jbox2d.org/). It tries to make it much easier to create physical models by exposing an object oriented API similar to [PPhys2D](http://pphys2d.jmcouillard.com/) physics library for Processing.,15,http://www.ricardmarxer.com/fisica/download/fisica.zip,1400560974,library,018,,
Sound,[Severin Smith](http://www.smallbutdigital.com/),The MidiBus,"The MidiBus is a minimal MIDI library for Processing, no frills, no limitations.",http://www.smallbutdigital.com/themidibus.php,005,"The MidiBus is a MIDI library for Processing. It provides a quick and simple way to access and interact with installed MIDI system resources. The MidiBus is aimed primarily at real time MIDI applications. The focus is on strong MIDI I/O capabilities and keeping frills to a minimum (e.g. currently no built in sequencer, file read/write, MIDI recording/playback).",005,http://www.smallbutdigital.com/releases/themidibus/themidibus-latest.zip,1319606442,library,019,,
Sound,[Severin Smith](http://www.smallbutdigital.com/),The MidiBus,"The MidiBus is a minimal MIDI library for Processing, no frills, no limitations.",http://www.smallbutdigital.com/themidibus.php,005,"The MidiBus is a MIDI library for Processing. It provides a quick and simple way to access and interact with installed MIDI system resources. The MidiBus is aimed primarily at real time MIDI applications. The focus is on strong MIDI I/O capabilities and keeping frills to a minimum (e.g. currently no built in sequencer, file read/write, MIDI recording/playback).",006,http://www.smallbutdigital.com/releases/themidibus/themidibus-latest.zip,1322503721,library,019,,
Sound,[Severin Smith](http://www.smallbutdigital.com/),The MidiBus,"The MidiBus is a minimal MIDI library for Processing, no frills, no limitations.",http://www.smallbutdigital.com/themidibus.php,5,"The MidiBus is a MIDI library for Processing. It provides a quick and simple way to access and interact with installed MIDI system resources. The MidiBus is aimed primarily at real time MIDI applications. The focus is on strong MIDI I/O capabilities and keeping frills to a minimum (e.g. currently no built in sequencer, file read/write, MIDI recording/playback).",6,http://www.smallbutdigital.com/releases/themidibus/themidibus-latest.zip,1371153336,library,019,,
Sound,[Severin Smith](http://www.smallbutdigital.com/),The MidiBus,"The MidiBus is a minimal MIDI library for Processing, no frills, no limitations.",http://www.smallbutdigital.com/themidibus.php,7,"The MidiBus is a MIDI library for Processing. It provides a quick and simple way to access and interact with installed MIDI system resources. The MidiBus is aimed primarily at real time MIDI applications. The focus is on strong MIDI I/O capabilities and keeping frills to a minimum (e.g. no built in sequencer, file read/write, MIDI recording/playback).",7,http://www.smallbutdigital.com/releases/themidibus/themidibus-latest.zip,1379854661,library,019,,
,Manindra Moharana,Color Selector Plus,Advanced color selector and screen color picker.,http://code.google.com/p/color-selector-plus/,2.0.1,"Color Selector Plus is the Processing's default Color Selector tool on steroids. Multiple colors can be saved in palettes. Also, grab any color from the screen using the screen color picker.",5,http://color-selector-plus.googlecode.com/files/ColorSelectorPlusTool-latest.zip,1319606442,tool,020,,
Math,[Daniel Brown and Andreas Freise](http://www.gwoptics.org/),gwoptics,Tools for drawing graphs in 2D and 3D.,http://www.gwoptics.org/processing/gwoptics_p5lib/,0.4.3,"We have developped the library to create simple scientific simulations and data displays, as shown on our [projects page](http://www.gwoptics.org/processing/).",43,http://www.gwoptics.org/processing/gwoptics_p5lib/download/gwoptics.zip,1321556159,library,021,,
Math,[Daniel Brown and Andreas Freise](http://www.gwoptics.org/processing/gwoptics_p5lib/),gwoptics,Tools for drawing graphs in 2D and 3D.,http://www.gwoptics.org/processing/gwoptics_p5lib/,0.5.0,"We have developped the library to create simple scientific simulations and data displays, as shown on our [projects page](http://www.gwoptics.org/processing/).",50,http://www.gwoptics.org/processing/gwoptics_p5lib/download/gwoptics.zip,1378414556,library,021,,
3D,[Stephen Williams](http://www.onato.com/),Fluid Forms Libs,"Provides 3D mouse navigation, parameter management and STL export.",http://fluidforms.eu/processing/fluid-forms-libs/,0.2.02,"Fluid Forms Libs provides funtionalities to processing that are often require when creating physical forms with code. This includes, amoung other things, mouse navigation for viewing a model, parameter management and importing files into, and export files from, processing sketches in formats such as STL and OBJ.",2,http://fluidforms.eu/processing/fluid-forms-libs/download/FluidFormsLibs.zip,1321556159,library,022,,1361901672
3D,[Stephen Williams](http://www.onato.com/),FluidFormsLibs,"Provides 3D mouse navigation, parameter management and STL export.",http://fluidforms.eu/processing/fluid-forms-libs/,0.2.03,"Fluid Forms Libs provides funtionalities to processing that are often require when creating physical forms with code. This includes, amoung other things, mouse navigation for viewing a model, parameter management and importing files into, and export files from, processing sketches in formats such as STL and OBJ.",4,http://fluidforms.eu/processing/fluid-forms-libs/download/FluidFormsLibs.zip,1322503721,library,022,,1361901672
Video & Vision,[Julien 'v3ga' Gachadoat](http://www.v3ga.net),BlobDetection,Computer vision library for finding blobs in an image,http://www.v3ga.net/processing/BlobDetection/,1.00,,1,http://www.v3ga.net/processing/BlobDetection/blobDetection.zip,1321556159,library,023,,
Hardware,[David A. Mellis](http://dam.mellis.org/),Arduino (Firmata),Controls Arduino boards running the Firmata firmware.,http://arduino.cc/playground/Interfacing/Processing,2.2,"Works with the StandardFirmata example included in the Arduino software distribution.  To use Firmata with other software, see [the Firmata homepage](http://firmata.org/)",1,http://arduino.cc/playground/uploads/Interfacing/processing-arduino.zip,1321556159,library,024,,
Hardware,[David A. Mellis](http://dam.mellis.org/),Arduino (Firmata),Controls Arduino boards running the Firmata firmware.,http://arduino.cc/playground/Interfacing/Processing,,"Works with the StandardFirmata example included in the Arduino software distribution.  To use Firmata with other software, see [the Firmata homepage](http://firmata.org/)",6,http://playground.arduino.cc/uploads/Interfacing/processing2-arduino.zip,1383693840,library,024,,
Hardware,[David A. Mellis](http://dam.mellis.org/),Arduino (Firmata),Controls Arduino boards running the Firmata firmware.,http://arduino.cc/playground/Interfacing/Processing,,"Works with the StandardFirmata example included in the Arduino software distribution.  To use Firmata with other software, see [the Firmata homepage](http://firmata.org/)",7,http://playground.arduino.cc/uploads/Interfacing/processing2-arduino.zip,1383939207,library,024,,
I/O,[Jorge C. S. Cardoso](http://jorgecardoso.eu),NXTComm Processing,The NXTComm Processing library allows you to control the Lego Mindstorms NXT robots.,http://jorgecardoso.eu/processing/ID3/,0.91,,4,http://jorgecardoso.eu/processing/NXTComm/NXTComm.zip,1321556159,library,025,,
I/O,[Jorge C. S. Cardoso](http://jorgecardoso.eu),MindSet Processing,The MindSetProcessing library allows you to use the NeuroSky Mindset brainwave sensing headset with Processing.,http://jorgecardoso.eu/processing/ID3/,0.1.1,"It gives you access to the raw wave values, to the eSense meters (Attention and Meditation) and to the EEG values. It does not provide blink data. This library was implemented using the Think Gear Communications driver J2ME implementation provided in the Mindset Development Tools 2.1.",1,http://jorgecardoso.eu/processing/MindSetProcessing/MindSetProcessing.zip,1321556159,library,026,,
Utilities,[Jorge C. S. Cardoso](http://jorgecardoso.eu),ID3,Extracts ID3 tags from Mp3 files.,http://jorgecardoso.eu/processing/ID3/,0.9,Allows you read the ID3v1.1 tags from MP3 files. If you want to know more about ID3 tags check the [id3.org](http://id3.org) page.,1,http://jorgecardoso.eu/processing/ID3/ID3.zip,1321556159,library,027,,
Hardware,[Martin Raedlinger](http://www.formatlos.de/),Apple Light Sensor,Interface to the Light Sensor in MacBook Pro computers.,http://projects.formatlos.de/ambientlightsensor/,1.0,,1,http://projects.formatlos.de/ambientlightsensor/download/AmbientLightSensor.zip,1321556159,library,028,,
Utilities,[Yonas Sandbaek](http://www.seltar.org/),UnZipIt,"Reading Bytes, Strings, PFonts or PImages from a Zip-File.",http://libraries.seltar.org/unzipit/,1.1,,2,http://libraries.seltar.org/unzipit/unzipit.zip,1321556159,library,029,,1363296885
Animation,[Yonas Sandbaek](http://www.seltar.org/),Motion,Motion simplified.,http://libraries.seltar.org/motion/,1.3,,3,http://libraries.seltar.org/motion/motion.zip,1321556159,library,030,,
